tm,MVm,PVm
3.870000000000000000e+02,1.000000000000000000e+00,4.389999999999995017e-01
3.880000000000000000e+02,1.000000000000000000e+00,4.389999999999995017e-01
3.890000000000000000e+02,1.000000000000000000e+00,4.389999999999995017e-01
3.900000000000000000e+02,1.000000000000000000e+00,4.389999999999995017e-01
3.910000000000000000e+02,1.000000000000000000e+00,4.415000000000001146e-01
3.920000000000000000e+02,1.000000000000000000e+00,4.455000000000000071e-01
3.930000000000000000e+02,1.000000000000000000e+00,4.470000000000000639e-01
3.940000000000000000e+02,1.000000000000000000e+00,4.470000000000000639e-01
3.950000000000000000e+02,1.000000000000000000e+00,4.535000000000001807e-01
3.960000000000000000e+02,1.000000000000000000e+00,4.552500000000000435e-01
3.970000000000000000e+02,1.000000000000000000e+00,4.560000000000000719e-01
3.980000000000000000e+02,1.000000000000000000e+00,4.615000000000000213e-01
3.990000000000000000e+02,1.000000000000000000e+00,4.632500000000002172e-01
4.000000000000000000e+02,1.000000000000000000e+00,4.632500000000002172e-01
4.010000000000000000e+02,1.000000000000000000e+00,4.647499999999995524e-01
4.020000000000000000e+02,1.000000000000000000e+00,4.687500000000001665e-01
4.030000000000000000e+02,1.000000000000000000e+00,4.705000000000000293e-01
4.040000000000000000e+02,1.000000000000000000e+00,4.712500000000000577e-01
4.050000000000000000e+02,1.000000000000000000e+00,4.720000000000000862e-01
4.060000000000000000e+02,1.000000000000000000e+00,4.792500000000002314e-01
